area,ciudad,s101p11,s101p12a,s101p12b,s101p12c,s101p12d,s101p12e,s101p3a,s101p3b,s101p4a,s101p4b,s101p4b1,s101p61,s101p62,s101p63,s101p64,s101p65,s101p66,s101p67,s101p68,s101p71,s101p72,s101p73,s101p74,s101p75,s101p76,s101p77,s101p13,s101p141,s101p142,s101p143,s101p144,s101p171,s101p172,s101p173,s101p174,s101p175,s101p176,s101p181,s101p182,s101p183
rural,200351,1,1,1,1,1,1,2,0,21,21,21,2,1,1,1,1,2,2,2,1,1,2,1,1,2,2,4,2,2,2,2,5,5,5,4,5,3,5,5,5
rural,200351,1,1,1,1,2,1,6,0,3,3,0,2,2,1,1,1,2,2,2,1,1,2,2,1,1,2,4,2,2,2,2,5,5,5,5,5,1,1,3,3
rural,200351,1,1,1,1,2,1,2,0,1,1,0,1,1,1,1,1,2,2,2,1,1,2,1,1,1,2,3,2,2,2,2,5,5,5,5,5,1,1,3,3
rural,200351,1,1,1,1,1,1,2,0,3,3,0,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,3,2,2,2,2,4,4,5,4,5,4,3,3,4
rural,200351,1,1,1,1,1,1,2,0,2,2,0,2,2,1,1,2,2,2,2,1,1,2,2,1,2,2,4,2,2,2,2,4,3,4,3,4,3,4,3,4
rural,200351,1,1,1,1,2,2,2,0,3,3,3,2,1,1,1,1,2,2,2,2,1,2,1,1,2,2,3,2,2,2,2,5,4,3,5,5,1,3,5,1
rural,200351,1,1,1,1,2,1,2,0,8,8,0,1,1,1,1,1,2,2,2,1,1,2,2,1,1,2,4,2,2,2,1,5,5,5,5,5,1,1,4,3
rural,200351,1,1,1,1,2,1,2,0,6,6,0,1,1,1,1,1,2,2,2,1,1,2,2,1,1,2,4,2,2,2,1,5,5,5,5,5,5,1,3,3
rural,200351,1,1,1,1,2,1,2,0,4,4,0,1,1,1,1,1,1,2,2,1,1,2,2,1,1,2,4,2,2,2,2,5,5,5,5,5,1,1,3,4
rural,200351,1,1,1,1,1,1,0,0,8,8,0,2,2,2,1,1,2,2,2,1,1,2,2,1,2,2,3,2,2,2,2,4,3,4,3,4,3,4,3,4
rural,200351,1,1,1,1,1,1,0,0,1,1,0,2,2,1,1,2,2,2,2,2,1,3,2,1,2,2,3,2,2,2,2,4,5,4,5,4,4,4,5,4
urbana,210150,1,1,1,2,1,1,2,0,15,15,5,2,1,1,2,1,1,1,2,1,1,2,1,1,1,2,5,2,2,2,2,5,5,5,5,5,1,3,5,1
urbana,210150,1,1,1,1,1,1,0,0,3,3,0,1,1,1,1,1,2,2,2,2,1,2,1,1,2,2,4,2,2,2,2,5,5,5,5,5,1,1,5,5
urbana,210150,1,2,2,2,2,2,6,0,2,2,0,1,1,1,1,1,1,2,2,1,1,2,2,1,1,2,5,2,2,2,2,5,5,5,5,5,5,1,5,1
urbana,210150,1,2,2,2,2,2,2,0,8,8,0,1,1,1,1,1,2,2,2,1,1,2,1,1,2,2,4,2,2,2,2,5,5,5,5,5,1,1,5,5
urbana,210150,1,1,1,1,1,1,4,0,5,5,0,1,1,1,1,1,2,2,2,1,1,2,1,1,1,2,4,2,2,2,2,5,5,5,5,5,1,1,5,5
urbana,210150,1,1,1,1,1,1,8,4,12,12,0,2,1,1,1,1,2,2,2,1,1,2,2,1,1,2,5,1,1,2,2,5,3,4,4,4,1,4,1,5
urbana,210150,1,1,1,1,1,1,7,0,8,8,0,1,1,1,1,1,2,2,2,1,1,2,2,1,1,2,4,2,2,2,2,5,5,5,5,5,1,1,5,5
urbana,210150,2,2,2,2,2,2,6,0,8,8,0,1,1,1,1,2,1,2,2,1,1,2,2,1,1,2,5,2,2,2,2,5,5,5,5,5,5,3,5,3
urbana,210150,2,2,2,2,2,2,4,0,8,6,0,2,2,1,2,2,1,1,2,2,1,2,2,1,1,2,5,2,2,2,2,4,4,4,4,5,1,2,5,5
urbana,210150,1,2,1,2,1,2,8,0,4,4,0,2,1,1,1,1,1,2,2,2,1,2,2,1,1,2,5,1,1,2,2,5,4,4,5,4,1,1,4,4
urbana,210150,1,2,2,2,2,2,4,0,3,3,0,2,1,3,3,3,2,3,2,1,1,2,2,1,2,1,4,2,2,2,2,5,5,5,5,5,1,1,5,5
urbana,210150,1,2,2,2,2,2,2,0,2,2,0,2,1,2,3,2,2,2,2,1,1,2,1,1,2,2,4,2,2,2,2,5,5,5,5,5,1,1,5,5
urbana,210150,2,2,2,2,2,2,2,0,4,4,0,2,1,1,1,1,2,2,2,1,1,2,2,1,2,2,4,2,2,2,2,5,5,5,5,5,1,5,1,1
urbana,210150,1,1,1,2,1,1,2,0,3,3,0,2,1,2,3,2,2,3,2,2,1,2,1,1,1,2,5,2,2,2,2,5,4,4,4,4,1,1,5,5
urbana,210150,1,2,2,2,2,2,2,0,5,5,0,1,1,1,3,1,2,2,2,1,1,2,2,1,1,2,4,2,2,2,2,5,5,5,5,5,1,1,5,5
urbana,210150,1,2,1,2,1,1,8,8,3,3,0,1,1,1,3,1,2,2,2,2,2,2,3,1,2,2,4,2,2,2,2,5,5,5,5,5,1,1,5,5
urbana,210150,1,1,1,1,1,1,6,0,5,5,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,5,2,2,1,2,5,1,5,5,1,5,5,5,5
urbana,210150,1,1,1,1,2,2,0,0,2,2,0,1,1,3,2,3,3,2,2,1,1,2,1,1,1,2,5,2,2,2,2,4,5,4,4,4,2,1,5,5
urbana,210150,1,1,1,1,1,1,4,0,8,8,0,1,1,1,1,1,1,2,2,1,1,2,1,1,1,2,5,1,1,1,2,4,5,5,5,5,1,5,5,5
urbana,210150,1,1,1,1,1,1,0,0,2,2,0,2,2,3,3,3,2,3,3,2,1,2,1,1,2,2,4,2,2,2,2,5,5,5,5,5,1,1,5,5
urbana,210150,2,2,2,2,2,2,4,0,7,7,0,1,1,1,1,1,2,2,2,1,1,2,1,1,1,2,5,2,2,2,2,5,5,5,5,5,1,1,5,5
urbana,210150,1,2,2,2,2,2,0,0,1,1,0,2,2,3,3,3,2,2,2,1,1,3,2,1,2,2,2,2,2,2,2,5,5,5,4,4,1,1,5,5
urbana,210150,2,1,1,1,1,1,0,0,1,1,1,2,1,1,1,2,1,2,2,1,1,2,2,2,2,2,5,1,1,1,1,5,5,5,5,5,1,1,5,1
urbana,210150,2,2,2,2,2,2,2,2,3,0,0,1,2,1,3,2,2,2,2,1,1,3,2,1,2,2,4,2,2,1,2,5,5,5,5,5,1,1,5,5
urbana,210150,1,2,2,2,2,2,4,0,3,3,0,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,4,2,2,2,2,5,5,5,5,5,5,1,5,5
urbana,210150,2,2,2,2,2,2,4,0,5,5,0,1,1,1,1,1,2,2,2,1,1,2,1,1,1,2,4,2,2,2,2,1,5,5,5,5,1,1,1,1
urbana,210150,2,2,2,2,2,2,4,0,3,3,0,1,1,1,1,2,2,2,2,1,1,2,1,1,2,2,4,2,2,2,2,5,5,5,5,5,1,3,3,3
urbana,210150,2,2,2,1,1,2,4,0,3,3,0,1,1,1,1,1,1,2,2,1,1,2,2,1,1,2,5,2,2,2,2,5,5,4,5,4,1,3,5,5
urbana,210150,1,2,2,2,2,2,4,0,8,8,0,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,3,2,2,2,2,3,3,3,3,3,3,3,4,1
urbana,210150,2,2,2,2,2,2,0,0,2,0,0,2,1,1,1,2,2,2,2,1,1,2,2,1,2,2,5,2,2,2,2,5,4,5,5,5,1,5,5,5
urbana,210150,1,2,2,2,2,2,0,0,5,5,0,2,1,1,2,2,2,2,2,2,1,2,2,1,2,2,3,2,2,2,2,5,5,5,5,5,2,1,5,4
urbana,210150,2,2,2,2,2,2,2,0,1,1,0,1,1,1,1,2,2,2,2,1,1,3,3,1,2,2,4,2,1,2,2,5,5,5,5,5,1,1,5,1
urbana,210150,2,2,2,2,2,2,0,0,6,6,0,2,2,1,1,2,2,2,2,1,1,2,2,1,2,2,3,2,2,2,2,3,4,5,5,5,1,5,4,3
urbana,210150,1,1,1,1,1,1,3,2,3,3,0,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,4,2,2,2,2,5,4,5,5,5,5,1,5,2
urbana,210150,1,1,1,1,1,2,3,3,3,3,0,2,2,1,1,1,2,2,2,1,2,2,2,1,1,2,4,2,2,2,2,4,4,5,5,5,1,4,5,1
urbana,210150,1,2,2,2,2,2,0,0,2,2,0,2,2,1,1,1,2,2,2,2,1,2,2,1,2,2,3,2,2,2,2,5,5,5,5,5,2,4,5,4
urbana,210150,1,1,1,1,1,2,4,0,2,2,0,2,1,1,1,1,2,2,2,1,1,2,2,1,2,2,4,2,2,2,2,5,5,5,5,5,1,1,5,5
urbana,210150,2,2,2,2,2,2,2,0,2,2,0,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,5,2,2,2,2,5,5,5,5,5,1,1,5,5
urbana,210150,2,2,2,2,2,2,4,0,3,3,0,2,2,1,2,2,2,2,2,1,1,2,1,1,2,2,4,2,2,2,2,5,5,5,5,5,1,2,5,4
urbana,210150,2,2,2,2,2,2,6,0,10,10,0,2,1,1,2,1,2,2,2,2,1,2,1,1,2,2,3,2,2,2,2,5,5,5,5,5,1,1,5,4
urbana,210150,2,2,2,2,2,2,4,0,5,5,0,1,2,1,1,1,2,2,2,1,1,3,1,2,2,2,4,2,2,2,2,5,2,5,5,2,1,5,1,5
urbana,210150,2,2,2,2,2,2,4,0,3,3,0,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,3,2,2,2,2,5,5,5,5,5,3,5,5,2
urbana,210150,1,1,1,2,2,1,0,0,2,2,0,1,1,1,2,1,2,2,2,1,1,2,1,1,2,2,4,2,2,2,2,4,4,4,5,5,1,4,1,5
urbana,210150,2,1,1,1,1,2,0,0,4,4,0,2,2,1,1,2,2,2,2,2,1,2,2,1,2,2,3,2,2,2,2,5,5,5,4,4,1,1,2,1
urbana,210150,1,2,1,2,2,2,8,0,10,10,0,2,2,1,1,1,1,2,2,2,1,2,2,1,1,2,3,2,2,2,2,5,5,5,5,5,1,1,5,5
urbana,210150,1,1,1,1,1,2,2,0,3,3,0,2,2,1,1,2,2,2,2,2,1,2,2,1,2,2,3,2,2,2,2,5,5,5,5,5,1,1,5,4
urbana,210150,2,2,2,2,2,2,0,0,7,7,0,2,2,1,2,2,2,2,2,1,1,2,2,1,1,2,3,2,2,2,2,5,5,5,5,5,3,1,5,4
urbana,210150,1,1,1,1,1,2,2,0,4,4,0,2,2,1,2,1,1,2,2,2,1,3,2,1,2,2,2,2,2,2,2,5,5,5,4,4,3,1,5,4
urbana,210150,1,1,1,1,1,2,4,0,5,5,0,2,1,1,2,1,2,2,2,2,1,2,1,1,1,2,3,2,2,2,2,5,4,5,4,4,2,4,5,4
urbana,210150,1,1,1,2,2,2,2,0,6,6,0,2,1,1,1,1,2,2,2,1,1,2,2,1,1,2,4,2,2,2,2,5,5,5,5,5,1,4,3,3
urbana,210150,2,1,1,1,1,2,2,2,3,3,0,2,2,1,1,2,2,2,2,1,1,2,2,1,2,2,4,2,2,2,2,5,5,5,5,5,1,1,5,5
urbana,210150,2,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,2,2,2,1,1,3,2,1,2,2,3,2,2,2,2,5,5,5,4,5,3,1,5,5
rural,210150,1,2,2,2,2,2,4,0,2,2,0,1,2,3,3,3,3,3,3,1,1,1,2,1,2,2,2,2,2,2,2,5,5,5,1,2,3,1,1,5
rural,210150,1,2,1,2,2,2,2,0,6,6,0,1,2,2,3,2,2,2,2,1,1,2,2,1,2,2,5,2,1,2,2,5,5,5,5,5,5,1,2,5
rural,210150,2,2,2,2,2,2,2,0,6,6,0,2,2,1,1,1,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,99,99,5,99,99,99,1,99,99
rural,210150,1,2,2,2,2,2,0,0,0,0,0,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,2,5,5,5,4,4,3,1,5,2
rural,210150,1,1,1,2,1,2,0,0,1,1,0,1,1,2,3,3,3,3,3,1,1,2,3,1,2,2,2,2,2,2,2,5,4,5,5,5,1,1,1,5
rural,210150,1,1,1,1,1,2,0,0,4,4,0,2,1,3,3,3,3,3,3,2,1,1,2,2,2,2,4,2,1,2,2,5,5,4,5,5,4,1,5,5
rural,210150,1,2,2,2,1,2,6,0,0,0,0,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2,2,2,2,5,5,5,2,4,2,1,5,4
rural,210150,2,2,2,2,2,2,0,0,7,7,0,1,2,3,3,3,3,3,3,2,1,2,1,2,2,2,1,2,2,2,2,4,2,4,3,1,1,5,1,5
rural,210150,1,2,2,2,2,2,0,0,2,2,0,2,3,3,3,3,3,3,3,3,1,3,3,1,2,2,3,2,2,2,2,5,5,5,5,5,1,99,5,4
rural,210150,1,2,2,2,2,2,0,0,2,0,0,2,3,3,3,3,3,3,2,1,1,3,2,2,3,3,3,2,2,2,2,99,99,99,99,99,99,2,2,2
rural,210150,1,2,2,2,2,2,0,0,2,2,0,2,1,3,3,3,3,3,3,2,1,3,2,1,2,2,3,2,2,2,2,5,5,5,4,4,3,1,5,4
rural,210150,1,2,2,2,2,2,4,0,0,0,0,2,1,2,3,2,2,2,2,3,3,3,3,3,3,2,4,2,2,2,2,99,99,99,4,4,1,5,4,5
rural,210150,1,2,2,1,1,2,2,0,2,2,0,2,1,3,3,2,3,2,2,1,1,2,2,1,2,2,4,2,2,2,2,5,5,5,5,5,1,1,5,5
rural,210150,2,2,2,2,2,2,0,0,1,1,0,1,1,3,3,3,3,3,3,1,1,3,1,1,3,3,5,2,2,2,2,5,1,5,5,5,1,1,5,1
rural,210150,1,2,2,2,2,2,2,0,5,5,0,2,1,3,3,3,2,3,2,1,1,2,2,1,1,2,4,2,2,2,2,5,5,5,5,5,1,1,5,5
rural,210150,1,1,2,2,2,2,0,0,2,2,0,2,1,3,3,3,3,2,2,1,1,3,2,1,2,2,4,2,2,2,2,5,5,5,5,5,1,1,1,5
rural,210150,2,2,2,2,2,2,4,0,5,5,0,2,1,3,3,3,3,3,2,2,1,2,2,1,2,2,4,2,2,2,2,5,5,5,5,5,1,1,5,5
rural,210150,2,2,2,2,2,2,0,0,4,4,0,2,1,2,3,3,3,2,2,1,1,2,1,1,2,2,5,2,2,2,2,5,5,5,5,5,5,5,5,5
rural,210150,2,2,2,2,2,2,2,0,6,6,0,2,2,3,3,3,3,3,2,1,1,2,2,1,1,2,3,2,2,2,2,5,5,5,1,5,1,2,4,5
rural,210150,1,1,1,2,2,2,2,0,3,3,0,2,1,2,2,3,2,2,2,1,1,2,2,2,1,2,5,2,2,2,2,5,5,1,5,5,1,1,5,1
rural,210150,2,2,2,2,2,2,2,0,4,4,0,2,1,1,1,1,1,2,2,1,1,2,1,1,1,2,4,2,2,2,2,5,5,5,5,5,1,5,5,5
rural,210150,1,1,1,1,1,2,0,0,4,4,0,2,2,2,3,3,2,3,3,1,1,2,2,1,2,2,4,1,2,2,2,1,4,5,5,5,1,1,5,5
rural,210150,1,2,2,2,2,2,4,0,4,4,0,1,1,3,3,3,2,3,2,1,1,2,2,1,2,2,4,2,2,2,2,5,5,5,5,5,1,1,5,5
rural,210150,1,2,2,2,2,2,2,0,3,3,0,2,1,3,3,3,3,3,2,1,1,2,1,1,2,2,3,2,2,2,2,5,5,5,5,5,1,1,5,5
rural,210150,1,2,2,2,2,2,0,0,3,3,0,2,1,3,3,3,2,3,2,2,1,2,2,1,2,2,4,2,2,2,2,5,5,5,5,5,1,1,5,5
rural,210150,1,2,2,2,2,2,4,0,3,3,0,2,1,2,1,2,2,3,2,1,1,2,1,1,1,2,4,2,2,2,2,5,5,5,5,5,1,1,5,5
rural,210150,1,2,2,2,2,2,6,0,8,8,2,2,1,1,1,1,1,2,2,1,1,2,2,1,2,2,5,2,2,2,2,5,5,5,5,5,1,1,5,5
rural,210150,1,2,2,2,2,2,2,0,6,6,0,2,2,3,3,2,2,2,2,1,1,2,2,1,1,2,4,2,2,2,2,5,5,5,5,5,1,1,5,5
rural,210150,1,1,1,1,1,2,4,0,5,5,2,2,1,1,2,1,2,2,2,1,1,2,2,1,1,2,5,2,2,2,2,5,5,3,5,5,1,3,5,3
rural,210150,1,2,2,2,2,2,0,0,10,10,0,2,2,1,1,2,2,2,2,1,1,2,1,1,2,2,4,2,2,2,2,5,3,5,5,5,1,1,5,5
rural,210150,1,2,2,2,2,2,0,0,6,3,0,1,1,1,2,2,1,2,2,1,1,2,2,1,1,2,5,2,2,2,2,5,5,5,5,5,1,1,5,5
rural,210150,1,2,2,2,2,2,4,0,5,5,0,2,1,3,3,3,2,2,2,1,1,2,2,1,2,2,4,2,2,2,2,5,5,5,5,5,1,1,5,5
rural,210150,1,1,1,1,1,2,2,0,6,6,0,2,1,1,1,1,2,2,3,1,1,2,2,1,2,2,2,2,2,2,2,5,1,5,5,5,1,1,5,5
rural,210150,1,2,2,2,2,2,0,0,4,4,0,2,1,2,2,2,2,2,2,1,1,2,2,1,1,2,5,2,2,2,2,5,4,4,5,5,1,3,3,4
rural,210150,1,2,2,2,2,2,2,0,2,2,1,1,1,1,2,2,2,2,2,1,1,3,2,1,2,2,5,2,2,2,2,5,4,4,4,5,1,5,5,5
rural,210150,1,2,2,2,2,2,2,0,3,3,0,1,1,1,3,2,2,3,2,1,1,2,2,1,2,2,5,2,2,2,2,5,5,5,5,5,5,3,3,5
rural,210150,1,2,2,2,2,2,2,0,8,8,0,2,2,1,2,1,2,2,2,1,1,2,2,1,1,1,2,2,2,2,2,5,5,5,4,4,2,1,5,4
rural,210150,1,2,1,2,2,2,0,0,1,1,0,2,2,3,3,3,3,3,3,1,1,3,1,1,2,2,2,2,2,2,2,5,5,5,1,1,1,2,5,4
rural,210150,1,2,2,2,2,2,0,0,6,6,0,2,2,1,2,1,2,2,2,1,1,2,2,1,2,2,3,2,2,2,2,5,4,5,1,4,1,1,5,5
rural,210150,1,2,1,2,2,2,0,0,8,8,0,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,3,2,2,2,2,5,5,5,5,5,1,1,5,5
rural,210150,2,2,2,2,2,2,6,0,14,14,1,2,1,1,1,1,1,2,2,2,1,2,2,1,1,2,5,2,2,2,2,5,3,5,4,5,1,1,4,4
rural,210150,1,2,2,2,2,2,0,0,2,2,0,1,1,1,1,2,2,2,2,2,1,2,2,1,2,2,5,2,2,2,2,5,5,5,5,5,1,1,5,5
rural,210150,1,2,2,2,2,1,2,2,4,4,2,1,1,1,1,1,2,2,2,1,1,2,2,1,1,2,5,2,2,2,2,5,3,5,4,3,1,4,3,4
rural,210150,2,2,2,2,2,2,0,0,4,4,0,2,2,2,3,1,2,2,2,1,1,3,2,1,2,2,2,2,2,2,2,5,5,5,4,4,1,1,5,4
rural,210150,1,1,1,1,1,1,2,0,5,5,0,1,1,1,1,2,2,2,2,1,1,2,1,1,2,2,5,2,2,2,2,5,5,5,5,5,1,1,5,5
rural,210150,2,2,2,2,2,2,8,0,4,4,0,2,2,3,3,3,3,3,2,2,1,2,2,1,1,2,5,2,2,2,2,5,5,5,5,5,1,1,5,5
rural,210150,1,1,1,2,1,2,0,0,2,2,0,2,1,2,3,2,2,3,2,1,1,1,2,1,1,2,5,1,1,2,2,99,99,99,3,5,1,5,5,3
rural,210150,1,1,1,2,1,2,2,0,7,7,2,2,1,1,1,1,2,2,2,1,1,2,1,1,1,2,5,2,2,2,2,5,3,5,5,5,1,5,4,5
rural,210158,1,2,2,2,2,2,2,0,5,5,0,2,1,1,1,2,2,2,2,1,1,2,2,1,1,2,3,2,2,2,2,5,5,5,5,5,5,5,5,5
rural,210158,1,1,1,2,2,2,0,0,3,3,0,2,1,1,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,4,4,4,4,4,3,4,5,5
rural,210158,1,2,2,2,2,2,0,0,1,1,0,2,2,3,3,2,3,2,2,1,1,2,1,1,2,2,4,2,2,2,2,5,5,5,4,4,1,5,4,1
rural,210158,1,2,2,2,2,2,0,0,3,3,0,2,2,1,3,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,5,5,5,99,99,99,4,4,3
rural,210158,1,2,2,2,2,2,2,0,2,2,0,2,2,2,3,2,2,2,2,1,1,3,2,1,2,2,4,2,1,2,2,5,5,5,5,5,1,1,5,4
rural,210158,2,2,2,2,2,2,0,0,3,2,0,2,3,3,3,3,3,3,2,1,1,1,1,1,1,2,5,2,2,2,2,5,5,5,4,5,1,4,4,4
rural,210158,2,2,2,2,2,2,4,0,5,5,0,2,2,1,1,1,2,2,2,2,1,2,2,1,2,2,4,2,2,2,2,5,5,5,5,5,1,1,5,5
rural,210158,1,1,1,1,1,2,0,0,4,3,1,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,5,1,1,1,1,5,5,5,5,4,1,5,5,5
rural,210158,1,2,2,2,2,2,4,0,5,5,0,1,1,1,1,1,2,2,1,1,1,2,2,1,2,2,4,2,2,2,2,5,5,5,5,5,1,5,5,1
rural,210158,2,1,1,1,1,2,4,0,6,6,0,1,1,1,2,2,2,2,2,1,1,2,1,1,1,2,4,1,2,1,1,5,3,3,4,4,1,1,5,5
rural,210158,1,1,1,2,2,2,2,0,4,4,0,2,2,1,1,2,2,2,2,2,1,2,2,1,2,2,3,2,2,2,1,5,5,5,4,4,1,1,5,1
rural,210158,1,1,1,2,2,2,4,0,12,12,0,1,1,1,1,1,2,1,2,1,1,2,1,1,2,2,4,2,2,2,2,5,5,5,5,5,1,1,5,5
rural,210158,1,2,2,2,2,2,2,0,3,3,0,1,1,1,1,1,2,2,2,1,1,2,3,1,1,2,4,2,2,2,2,5,5,5,5,5,1,1,5,5
rural,210158,1,2,2,2,2,2,0,0,5,5,1,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,5,2,2,2,2,5,5,5,5,5,1,1,5,5
rural,210158,2,2,2,2,2,2,0,0,4,4,0,2,2,1,1,1,2,2,2,1,1,2,1,1,2,2,3,2,2,2,2,5,5,5,4,5,4,1,5,4
rural,210158,1,1,1,1,1,1,4,0,4,4,0,2,1,1,1,1,1,3,3,1,1,2,2,1,1,2,5,2,2,2,2,5,5,5,5,5,1,5,5,5
rural,210158,1,2,2,2,2,2,8,0,4,4,0,2,2,1,1,1,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,5,5,5,4,5,1,1,5,1
rural,210158,1,2,1,1,1,2,2,0,7,7,5,2,1,1,1,1,1,2,1,1,1,2,1,1,1,2,5,1,2,2,2,5,5,5,5,5,1,1,5,5
rural,210158,1,2,2,2,2,2,0,0,6,6,0,2,1,1,1,2,2,2,2,2,1,2,3,1,2,2,4,2,2,2,2,5,5,5,5,5,1,1,5,5
rural,210158,1,2,2,2,2,2,1,0,8,8,0,1,1,1,1,1,2,2,2,2,1,2,2,1,2,2,4,2,2,2,2,5,5,5,5,5,1,1,5,5
rural,210158,1,2,2,1,1,1,2,0,4,4,0,2,1,1,2,1,2,2,2,1,1,2,1,1,1,2,5,2,2,2,2,5,5,5,5,5,1,1,5,1
rural,210158,1,2,1,2,2,2,2,0,1,1,0,1,1,1,1,1,2,2,2,1,1,2,1,1,1,2,5,2,2,2,2,4,5,5,4,5,4,5,5,5
rural,210158,2,2,2,2,2,2,2,0,4,4,0,2,1,1,1,1,2,2,2,2,1,2,2,1,1,2,5,2,2,1,2,5,5,5,4,4,1,5,5,5
rural,210158,1,2,2,2,2,2,0,0,3,3,0,2,2,1,3,1,2,2,2,1,1,2,1,1,2,2,4,2,2,2,2,5,5,5,4,5,1,1,5,5
urbana,210450,1,1,1,1,1,1,0,0,3,3,0,1,1,1,1,2,2,2,2,1,1,2,1,1,2,2,5,2,2,2,2,5,5,5,5,5,5,1,1,1
urbana,210450,2,1,1,1,1,2,4,0,5,5,0,1,2,1,2,1,2,2,2,1,1,2,2,2,1,2,4,2,2,2,2,4,3,5,4,3,4,4,3,4
urbana,210450,1,2,2,2,2,2,4,0,8,8,0,2,1,1,1,1,1,2,2,1,1,2,2,1,1,2,5,1,2,2,2,5,3,5,5,5,1,3,5,5
urbana,210450,1,2,2,2,2,2,2,0,3,3,0,2,2,1,2,1,2,2,2,1,1,2,2,1,2,2,4,2,2,2,2,5,1,4,2,2,1,1,3,4
urbana,210450,1,2,2,2,2,2,0,0,2,2,0,2,3,1,3,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,5,4,5,4,4,4,1,1,2
urbana,210450,2,2,2,2,2,2,0,0,3,3,0,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2,5,2,2,2,2,5,5,5,5,5,1,5,5,5
urbana,210450,1,2,2,2,2,2,2,0,10,8,0,2,1,1,1,1,1,2,1,1,1,2,1,1,1,2,3,2,2,2,2,2,5,5,1,3,5,5,5,5
urbana,210450,2,1,1,2,2,2,0,0,2,2,0,1,1,1,1,1,2,2,2,1,1,2,2,1,1,2,5,2,2,2,2,5,5,5,5,5,5,1,5,5
urbana,210450,1,1,1,2,2,2,4,0,7,7,0,2,1,1,1,1,2,2,2,1,1,2,2,1,2,2,4,2,2,1,2,5,5,5,1,1,1,1,1,5
urbana,210450,1,1,2,2,2,2,4,0,20,20,0,2,1,1,1,2,1,2,2,2,1,2,2,2,1,2,5,2,2,2,2,5,5,5,5,5,5,1,1,3
urbana,210450,1,2,2,2,2,2,2,0,10,9,0,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,3,2,2,2,2,3,5,2,4,5,1,4,4,4
urbana,210450,2,2,2,2,2,2,0,0,4,4,0,2,2,1,1,1,2,2,2,1,1,2,2,1,2,2,4,2,2,2,2,5,2,5,4,4,1,2,4,4
rural,210450,1,1,1,1,1,1,2,0,8,8,0,2,1,1,1,1,2,2,2,1,1,2,2,1,2,2,5,2,2,2,2,5,5,5,5,5,3,1,5,5
rural,210450,2,1,1,2,2,1,2,0,4,4,0,2,3,3,1,3,3,2,2,1,1,3,2,1,2,2,4,2,2,2,1,5,5,5,4,4,3,2,1,1
rural,210450,2,2,2,2,2,2,0,0,6,6,0,2,2,1,2,1,2,2,2,1,1,3,1,1,2,2,1,2,2,2,2,99,99,99,99,3,2,5,1,1
rural,210450,2,2,2,2,2,2,4,0,9,9,0,2,1,1,2,3,2,2,2,1,1,2,1,1,1,2,5,2,2,2,2,1,5,5,5,5,1,1,1,5
rural,210450,2,2,2,2,2,2,0,0,4,4,0,2,2,1,3,1,2,2,2,1,1,2,2,1,1,2,3,2,2,2,2,5,5,5,4,5,5,5,1,4
rural,210450,1,1,1,1,1,2,2,0,3,3,0,2,2,1,2,1,2,2,2,1,1,2,2,1,2,2,5,2,2,2,2,2,5,5,5,5,3,2,2,2
rural,210450,1,1,1,2,2,2,0,0,5,5,0,2,1,1,1,1,2,2,2,2,1,2,2,1,1,2,5,2,2,2,2,4,3,4,4,5,4,3,4,4
rural,210450,2,2,2,2,2,2,0,0,9,9,0,2,1,1,3,1,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,5,4,5,4,4,4,1,2,5
rural,210450,1,1,1,1,1,1,2,0,4,4,0,1,1,1,1,1,2,2,2,1,1,2,2,1,1,2,5,2,2,2,2,5,2,5,5,5,1,1,3,5
rural,210450,2,2,2,2,2,2,2,0,7,7,0,2,1,1,2,1,2,2,2,2,1,2,2,1,2,2,3,2,2,2,2,5,5,5,5,5,1,1,5,5
rural,210450,1,2,2,2,2,2,0,0,4,4,0,2,1,1,1,1,1,2,2,1,1,2,2,1,2,2,4,2,2,1,1,5,4,4,5,5,2,4,5,5
rural,210450,2,2,2,2,2,2,4,0,4,4,0,2,2,3,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,5,1,4,5,5,1,5,5,1
